,Player,stats_Nation,stats_Pos,stats_Squad,stats_Comp,stats_Age,stats_Born,stats_MP,stats_Starts,stats_Min,stats_90s,stats_Gls,stats_Ast,stats_G+A,stats_G-PK,stats_PK,stats_PKatt,stats_CrdY,stats_CrdR,stats_xG,stats_npxG,stats_xAG,stats_npxG+xAG,stats_PrgC,stats_PrgP,stats_PrgR,stats_Gls,stats_Ast,stats_G+A,stats_G-PK,stats_G+A-PK,stats_xG,stats_xAG,stats_xG+xAG,stats_npxG,stats_npxG+xAG,shooting_Nation,shooting_Pos,shooting_Squad,shooting_Comp,shooting_Age,shooting_Born,shooting_90s,shooting_Gls,shooting_Sh,shooting_SoT,shooting_SoT%,shooting_Sh/90,shooting_SoT/90,shooting_G/Sh,shooting_G/SoT,shooting_Dist,shooting_FK,shooting_PK,shooting_PKatt,shooting_xG,shooting_npxG,shooting_npxG/Sh,shooting_G-xG,shooting_np:G-xG,passing_Nation,passing_Pos,passing_Squad,passing_Comp,passing_Age,passing_Born,passing_90s,passing_Cmp,passing_Att,passing_Cmp%,passing_TotDist,passing_PrgDist,passing_Cmp,passing_Att,passing_Cmp%,passing_Cmp,passing_Att,passing_Cmp%,passing_Cmp,passing_Att,passing_Cmp%,passing_Ast,passing_xAG,passing_xA,passing_A-xAG,passing_KP,passing_1/3,passing_PPA,passing_CrsPA,passing_PrgP,passing_types_Nation,passing_types_Pos,passing_types_Squad,passing_types_Comp,passing_types_Age,passing_types_Born,passing_types_90s,passing_types_Att,passing_types_Live,passing_types_Dead,passing_types_FK,passing_types_TB,passing_types_Sw,passing_types_Crs,passing_types_TI,passing_types_CK,passing_types_In,passing_types_Out,passing_types_Str,passing_types_Cmp,passing_types_Off,passing_types_Blocks,gca_Nation,gca_Pos,gca_Squad,gca_Comp,gca_Age,gca_Born,gca_90s,gca_SCA,gca_SCA90,gca_PassLive,gca_PassDead,gca_TO,gca_Sh,gca_Fld,gca_Def,gca_GCA,gca_GCA90,gca_PassLive,gca_PassDead,gca_TO,gca_Sh,gca_Fld,gca_Def,defense_Nation,defense_Pos,defense_Squad,defense_Comp,defense_Age,defense_Born,defense_90s,defense_Tkl,defense_TklW,defense_Def 3rd,defense_Mid 3rd,defense_Att 3rd,defense_Tkl,defense_Att,defense_Tkl%,defense_Lost,defense_Blocks,defense_Sh,defense_Pass,defense_Int,defense_Tkl+Int,defense_Clr,defense_Err,possession_Nation,possession_Pos,possession_Squad,possession_Comp,possession_Age,possession_Born,possession_90s,possession_Touches,possession_Def Pen,possession_Def 3rd,possession_Mid 3rd,possession_Att 3rd,possession_Att Pen,possession_Live,possession_Att,possession_Succ,possession_Succ%,possession_Tkld,possession_Tkld%,possession_Carries,possession_TotDist,possession_PrgDist,possession_PrgC,possession_1/3,possession_CPA,possession_Mis,possession_Dis,possession_Rec,possession_PrgR,playingtime_Nation,playingtime_Pos,playingtime_Squad,playingtime_Comp,playingtime_Age,playingtime_Born,playingtime_MP,playingtime_Min,playingtime_Mn/MP,playingtime_Min%,playingtime_90s,playingtime_Starts,playingtime_Mn/Start,playingtime_Compl,playingtime_Subs,playingtime_Mn/Sub,playingtime_unSub,playingtime_PPM,playingtime_onG,playingtime_onGA,playingtime_+/-,playingtime_+/-90,playingtime_On-Off,playingtime_onxG,playingtime_onxGA,playingtime_xG+/-,playingtime_xG+/-90,playingtime_On-Off,misc_Nation,misc_Pos,misc_Squad,misc_Comp,misc_Age,misc_Born,misc_90s,misc_CrdY,misc_CrdR,misc_2CrdY,misc_Fls,misc_Fld,misc_Off,misc_Crs,misc_Int,misc_TklW,misc_PKwon,misc_PKcon,misc_OG,misc_Recov,misc_Won,misc_Lost,misc_Won%
976,Carles Aleñá,es ESP,"MF,FW",Alavés,La Liga,26,1998,14,13,"1,090",12.1,0,2,2,0,0,0,1,0,0.7,0.7,1.3,2.0,18,58,43,0.00,0.17,0.17,0.00,0.17,0.06,0.11,0.17,0.06,0.17,es ESP,"MF,FW",Alavés,La Liga,26,1998,12.1,0,15,4,26.7,1.24,0.33,0.00,0.00,19.8,1,0,0,0.7,0.7,0.05,-0.7,-0.7,es ESP,"MF,FW",Getafe,La Liga,26,1998,5.0,93,117,79.5,1504,299,45,55,81.8,38,44,86.4,6,11,54.5,0,0.1,0.1,-0.1,3,9,3,1,12,es ESP,"MF,FW",Alavés,La Liga,26,1998,12.1,472,450,22,8,6,0,31,2,11,5,5,0,359,0,21,es ESP,"MF,FW",Alavés,La Liga,26,1998,12.1,44,3.64,27,7,3,3,4,0,4,0.33,2,1,0,0,1,0,es ESP,"MF,FW",Alavés,La Liga,26,1998,12.1,19,12,6,7,6,7,17,41.2,10,11,0,11,2,21,4,0,es ESP,"MF,FW",Alavés,La Liga,26,1998,12.1,590,2,63,290,243,22,590,24,12,50.0,5,20.8,330,1428,671,18,25,2,23,14,409,43,es ESP,"MF,FW",Alavés,La Liga,26,1998,14,"1,090",78,31.9,12.1,13,82,5,1,18,1,1.29,11,12,-1,-0.08,+0.27,16.4,14.8,+1.5,+0.13,+0.35,es ESP,"MF,FW",Alavés,La Liga,26,1998,12.1,1,0,0,11,24,0,31,2,12,0,0,0,47,9,6,60.0
977,Carles Aleñá,es ESP,"MF,FW",Alavés,La Liga,26,1998,14,13,"1,090",12.1,0,2,2,0,0,0,1,0,0.7,0.7,1.3,2.0,18,58,43,0.00,0.17,0.17,0.00,0.17,0.06,0.11,0.17,0.06,0.17,es ESP,"MF,FW",Alavés,La Liga,26,1998,12.1,0,15,4,26.7,1.24,0.33,0.00,0.00,19.8,1,0,0,0.7,0.7,0.05,-0.7,-0.7,es ESP,"MF,FW",Alavés,La Liga,26,1998,12.1,359,472,76.1,5385,1500,196,221,88.7,122,155,78.7,25,48,52.1,2,1.3,1.3,+0.7,19,35,14,2,58,es ESP,"MF,FW",Getafe,La Liga,26,1998,5.0,117,105,12,6,0,0,6,1,1,1,0,0,93,0,1,es ESP,"MF,FW",Getafe,La Liga,26,1998,5.0,8,1.60,7,0,0,0,1,0,0,0.00,0,0,0,0,0,0,es ESP,"MF,FW",Getafe,La Liga,26,1998,5.0,6,3,2,3,1,4,13,30.8,9,9,1,8,0,6,7,0,es ESP,"MF,FW",Getafe,La Liga,26,1998,5.0,163,5,26,84,56,10,163,4,3,75.0,1,25.0,88,427,169,3,2,1,3,6,98,10,es ESP,"MF,FW",Getafe,La Liga,26,1998,10,452,45,13.2,5.0,5,67,0,5,23,7,0.80,2,4,-2,-0.40,-0.31,4.0,7.7,-3.7,-0.74,-0.57,es ESP,"MF,FW",Getafe,La Liga,26,1998,5.0,1,0,0,8,11,2,6,0,3,0,0,0,12,10,9,52.6
978,Carles Aleñá,es ESP,"MF,FW",Alavés,La Liga,26,1998,14,13,"1,090",12.1,0,2,2,0,0,0,1,0,0.7,0.7,1.3,2.0,18,58,43,0.00,0.17,0.17,0.00,0.17,0.06,0.11,0.17,0.06,0.17,es ESP,"MF,FW",Alavés,La Liga,26,1998,12.1,0,15,4,26.7,1.24,0.33,0.00,0.00,19.8,1,0,0,0.7,0.7,0.05,-0.7,-0.7,es ESP,"MF,FW",Alavés,La Liga,26,1998,12.1,359,472,76.1,5385,1500,196,221,88.7,122,155,78.7,25,48,52.1,2,1.3,1.3,+0.7,19,35,14,2,58,es ESP,"MF,FW",Getafe,La Liga,26,1998,5.0,117,105,12,6,0,0,6,1,1,1,0,0,93,0,1,es ESP,"MF,FW",Getafe,La Liga,26,1998,5.0,8,1.60,7,0,0,0,1,0,0,0.00,0,0,0,0,0,0,es ESP,"MF,FW",Getafe,La Liga,26,1998,5.0,6,3,2,3,1,4,13,30.8,9,9,1,8,0,6,7,0,es ESP,"MF,FW",Getafe,La Liga,26,1998,5.0,163,5,26,84,56,10,163,4,3,75.0,1,25.0,88,427,169,3,2,1,3,6,98,10,es ESP,"MF,FW",Getafe,La Liga,26,1998,10,452,45,13.2,5.0,5,67,0,5,23,7,0.80,2,4,-2,-0.40,-0.31,4.0,7.7,-3.7,-0.74,-0.57,es ESP,"MF,FW",Alavés,La Liga,26,1998,12.1,1,0,0,11,24,0,31,2,12,0,0,0,47,9,6,60.0
979,Carles Aleñá,es ESP,"MF,FW",Alavés,La Liga,26,1998,14,13,"1,090",12.1,0,2,2,0,0,0,1,0,0.7,0.7,1.3,2.0,18,58,43,0.00,0.17,0.17,0.00,0.17,0.06,0.11,0.17,0.06,0.17,es ESP,"MF,FW",Alavés,La Liga,26,1998,12.1,0,15,4,26.7,1.24,0.33,0.00,0.00,19.8,1,0,0,0.7,0.7,0.05,-0.7,-0.7,es ESP,"MF,FW",Alavés,La Liga,26,1998,12.1,359,472,76.1,5385,1500,196,221,88.7,122,155,78.7,25,48,52.1,2,1.3,1.3,+0.7,19,35,14,2,58,es ESP,"MF,FW",Getafe,La Liga,26,1998,5.0,117,105,12,6,0,0,6,1,1,1,0,0,93,0,1,es ESP,"MF,FW",Getafe,La Liga,26,1998,5.0,8,1.60,7,0,0,0,1,0,0,0.00,0,0,0,0,0,0,es ESP,"MF,FW",Getafe,La Liga,26,1998,5.0,6,3,2,3,1,4,13,30.8,9,9,1,8,0,6,7,0,es ESP,"MF,FW",Getafe,La Liga,26,1998,5.0,163,5,26,84,56,10,163,4,3,75.0,1,25.0,88,427,169,3,2,1,3,6,98,10,es ESP,"MF,FW",Alavés,La Liga,26,1998,14,"1,090",78,31.9,12.1,13,82,5,1,18,1,1.29,11,12,-1,-0.08,+0.27,16.4,14.8,+1.5,+0.13,+0.35,es ESP,"MF,FW",Getafe,La Liga,26,1998,5.0,1,0,0,8,11,2,6,0,3,0,0,0,12,10,9,52.6
980,Carles Aleñá,es ESP,"MF,FW",Alavés,La Liga,26,1998,14,13,"1,090",12.1,0,2,2,0,0,0,1,0,0.7,0.7,1.3,2.0,18,58,43,0.00,0.17,0.17,0.00,0.17,0.06,0.11,0.17,0.06,0.17,es ESP,"MF,FW",Alavés,La Liga,26,1998,12.1,0,15,4,26.7,1.24,0.33,0.00,0.00,19.8,1,0,0,0.7,0.7,0.05,-0.7,-0.7,es ESP,"MF,FW",Alavés,La Liga,26,1998,12.1,359,472,76.1,5385,1500,196,221,88.7,122,155,78.7,25,48,52.1,2,1.3,1.3,+0.7,19,35,14,2,58,es ESP,"MF,FW",Getafe,La Liga,26,1998,5.0,117,105,12,6,0,0,6,1,1,1,0,0,93,0,1,es ESP,"MF,FW",Getafe,La Liga,26,1998,5.0,8,1.60,7,0,0,0,1,0,0,0.00,0,0,0,0,0,0,es ESP,"MF,FW",Getafe,La Liga,26,1998,5.0,6,3,2,3,1,4,13,30.8,9,9,1,8,0,6,7,0,es ESP,"MF,FW",Getafe,La Liga,26,1998,5.0,163,5,26,84,56,10,163,4,3,75.0,1,25.0,88,427,169,3,2,1,3,6,98,10,es ESP,"MF,FW",Alavés,La Liga,26,1998,14,"1,090",78,31.9,12.1,13,82,5,1,18,1,1.29,11,12,-1,-0.08,+0.27,16.4,14.8,+1.5,+0.13,+0.35,es ESP,"MF,FW",Alavés,La Liga,26,1998,12.1,1,0,0,11,24,0,31,2,12,0,0,0,47,9,6,60.0
981,Carles Aleñá,es ESP,"MF,FW",Alavés,La Liga,26,1998,14,13,"1,090",12.1,0,2,2,0,0,0,1,0,0.7,0.7,1.3,2.0,18,58,43,0.00,0.17,0.17,0.00,0.17,0.06,0.11,0.17,0.06,0.17,es ESP,"MF,FW",Alavés,La Liga,26,1998,12.1,0,15,4,26.7,1.24,0.33,0.00,0.00,19.8,1,0,0,0.7,0.7,0.05,-0.7,-0.7,es ESP,"MF,FW",Alavés,La Liga,26,1998,12.1,359,472,76.1,5385,1500,196,221,88.7,122,155,78.7,25,48,52.1,2,1.3,1.3,+0.7,19,35,14,2,58,es ESP,"MF,FW",Getafe,La Liga,26,1998,5.0,117,105,12,6,0,0,6,1,1,1,0,0,93,0,1,es ESP,"MF,FW",Getafe,La Liga,26,1998,5.0,8,1.60,7,0,0,0,1,0,0,0.00,0,0,0,0,0,0,es ESP,"MF,FW",Getafe,La Liga,26,1998,5.0,6,3,2,3,1,4,13,30.8,9,9,1,8,0,6,7,0,es ESP,"MF,FW",Alavés,La Liga,26,1998,12.1,590,2,63,290,243,22,590,24,12,50.0,5,20.8,330,1428,671,18,25,2,23,14,409,43,es ESP,"MF,FW",Getafe,La Liga,26,1998,10,452,45,13.2,5.0,5,67,0,5,23,7,0.80,2,4,-2,-0.40,-0.31,4.0,7.7,-3.7,-0.74,-0.57,es ESP,"MF,FW",Getafe,La Liga,26,1998,5.0,1,0,0,8,11,2,6,0,3,0,0,0,12,10,9,52.6
982,Carles Aleñá,es ESP,"MF,FW",Alavés,La Liga,26,1998,14,13,"1,090",12.1,0,2,2,0,0,0,1,0,0.7,0.7,1.3,2.0,18,58,43,0.00,0.17,0.17,0.00,0.17,0.06,0.11,0.17,0.06,0.17,es ESP,"MF,FW",Alavés,La Liga,26,1998,12.1,0,15,4,26.7,1.24,0.33,0.00,0.00,19.8,1,0,0,0.7,0.7,0.05,-0.7,-0.7,es ESP,"MF,FW",Alavés,La Liga,26,1998,12.1,359,472,76.1,5385,1500,196,221,88.7,122,155,78.7,25,48,52.1,2,1.3,1.3,+0.7,19,35,14,2,58,es ESP,"MF,FW",Getafe,La Liga,26,1998,5.0,117,105,12,6,0,0,6,1,1,1,0,0,93,0,1,es ESP,"MF,FW",Getafe,La Liga,26,1998,5.0,8,1.60,7,0,0,0,1,0,0,0.00,0,0,0,0,0,0,es ESP,"MF,FW",Getafe,La Liga,26,1998,5.0,6,3,2,3,1,4,13,30.8,9,9,1,8,0,6,7,0,es ESP,"MF,FW",Alavés,La Liga,26,1998,12.1,590,2,63,290,243,22,590,24,12,50.0,5,20.8,330,1428,671,18,25,2,23,14,409,43,es ESP,"MF,FW",Getafe,La Liga,26,1998,10,452,45,13.2,5.0,5,67,0,5,23,7,0.80,2,4,-2,-0.40,-0.31,4.0,7.7,-3.7,-0.74,-0.57,es ESP,"MF,FW",Alavés,La Liga,26,1998,12.1,1,0,0,11,24,0,31,2,12,0,0,0,47,9,6,60.0
983,Carles Aleñá,es ESP,"MF,FW",Alavés,La Liga,26,1998,14,13,"1,090",12.1,0,2,2,0,0,0,1,0,0.7,0.7,1.3,2.0,18,58,43,0.00,0.17,0.17,0.00,0.17,0.06,0.11,0.17,0.06,0.17,es ESP,"MF,FW",Alavés,La Liga,26,1998,12.1,0,15,4,26.7,1.24,0.33,0.00,0.00,19.8,1,0,0,0.7,0.7,0.05,-0.7,-0.7,es ESP,"MF,FW",Alavés,La Liga,26,1998,12.1,359,472,76.1,5385,1500,196,221,88.7,122,155,78.7,25,48,52.1,2,1.3,1.3,+0.7,19,35,14,2,58,es ESP,"MF,FW",Getafe,La Liga,26,1998,5.0,117,105,12,6,0,0,6,1,1,1,0,0,93,0,1,es ESP,"MF,FW",Getafe,La Liga,26,1998,5.0,8,1.60,7,0,0,0,1,0,0,0.00,0,0,0,0,0,0,es ESP,"MF,FW",Getafe,La Liga,26,1998,5.0,6,3,2,3,1,4,13,30.8,9,9,1,8,0,6,7,0,es ESP,"MF,FW",Alavés,La Liga,26,1998,12.1,590,2,63,290,243,22,590,24,12,50.0,5,20.8,330,1428,671,18,25,2,23,14,409,43,es ESP,"MF,FW",Alavés,La Liga,26,1998,14,"1,090",78,31.9,12.1,13,82,5,1,18,1,1.29,11,12,-1,-0.08,+0.27,16.4,14.8,+1.5,+0.13,+0.35,es ESP,"MF,FW",Getafe,La Liga,26,1998,5.0,1,0,0,8,11,2,6,0,3,0,0,0,12,10,9,52.6
984,Carles Aleñá,es ESP,"MF,FW",Alavés,La Liga,26,1998,14,13,"1,090",12.1,0,2,2,0,0,0,1,0,0.7,0.7,1.3,2.0,18,58,43,0.00,0.17,0.17,0.00,0.17,0.06,0.11,0.17,0.06,0.17,es ESP,"MF,FW",Alavés,La Liga,26,1998,12.1,0,15,4,26.7,1.24,0.33,0.00,0.00,19.8,1,0,0,0.7,0.7,0.05,-0.7,-0.7,es ESP,"MF,FW",Alavés,La Liga,26,1998,12.1,359,472,76.1,5385,1500,196,221,88.7,122,155,78.7,25,48,52.1,2,1.3,1.3,+0.7,19,35,14,2,58,es ESP,"MF,FW",Getafe,La Liga,26,1998,5.0,117,105,12,6,0,0,6,1,1,1,0,0,93,0,1,es ESP,"MF,FW",Getafe,La Liga,26,1998,5.0,8,1.60,7,0,0,0,1,0,0,0.00,0,0,0,0,0,0,es ESP,"MF,FW",Getafe,La Liga,26,1998,5.0,6,3,2,3,1,4,13,30.8,9,9,1,8,0,6,7,0,es ESP,"MF,FW",Alavés,La Liga,26,1998,12.1,590,2,63,290,243,22,590,24,12,50.0,5,20.8,330,1428,671,18,25,2,23,14,409,43,es ESP,"MF,FW",Alavés,La Liga,26,1998,14,"1,090",78,31.9,12.1,13,82,5,1,18,1,1.29,11,12,-1,-0.08,+0.27,16.4,14.8,+1.5,+0.13,+0.35,es ESP,"MF,FW",Alavés,La Liga,26,1998,12.1,1,0,0,11,24,0,31,2,12,0,0,0,47,9,6,60.0
985,Carles Aleñá,es ESP,"MF,FW",Alavés,La Liga,26,1998,14,13,"1,090",12.1,0,2,2,0,0,0,1,0,0.7,0.7,1.3,2.0,18,58,43,0.00,0.17,0.17,0.00,0.17,0.06,0.11,0.17,0.06,0.17,es ESP,"MF,FW",Alavés,La Liga,26,1998,12.1,0,15,4,26.7,1.24,0.33,0.00,0.00,19.8,1,0,0,0.7,0.7,0.05,-0.7,-0.7,es ESP,"MF,FW",Alavés,La Liga,26,1998,12.1,359,472,76.1,5385,1500,196,221,88.7,122,155,78.7,25,48,52.1,2,1.3,1.3,+0.7,19,35,14,2,58,es ESP,"MF,FW",Getafe,La Liga,26,1998,5.0,117,105,12,6,0,0,6,1,1,1,0,0,93,0,1,es ESP,"MF,FW",Getafe,La Liga,26,1998,5.0,8,1.60,7,0,0,0,1,0,0,0.00,0,0,0,0,0,0,es ESP,"MF,FW",Alavés,La Liga,26,1998,12.1,19,12,6,7,6,7,17,41.2,10,11,0,11,2,21,4,0,es ESP,"MF,FW",Getafe,La Liga,26,1998,5.0,163,5,26,84,56,10,163,4,3,75.0,1,25.0,88,427,169,3,2,1,3,6,98,10,es ESP,"MF,FW",Getafe,La Liga,26,1998,10,452,45,13.2,5.0,5,67,0,5,23,7,0.80,2,4,-2,-0.40,-0.31,4.0,7.7,-3.7,-0.74,-0.57,es ESP,"MF,FW",Getafe,La Liga,26,1998,5.0,1,0,0,8,11,2,6,0,3,0,0,0,12,10,9,52.6
986,Carles Aleñá,es ESP,"MF,FW",Alavés,La Liga,26,1998,14,13,"1,090",12.1,0,2,2,0,0,0,1,0,0.7,0.7,1.3,2.0,18,58,43,0.00,0.17,0.17,0.00,0.17,0.06,0.11,0.17,0.06,0.17,es ESP,"MF,FW",Alavés,La Liga,26,1998,12.1,0,15,4,26.7,1.24,0.33,0.00,0.00,19.8,1,0,0,0.7,0.7,0.05,-0.7,-0.7,es ESP,"MF,FW",Alavés,La Liga,26,1998,12.1,359,472,76.1,5385,1500,196,221,88.7,122,155,78.7,25,48,52.1,2,1.3,1.3,+0.7,19,35,14,2,58,es ESP,"MF,FW",Getafe,La Liga,26,1998,5.0,117,105,12,6,0,0,6,1,1,1,0,0,93,0,1,es ESP,"MF,FW",Getafe,La Liga,26,1998,5.0,8,1.60,7,0,0,0,1,0,0,0.00,0,0,0,0,0,0,es ESP,"MF,FW",Alavés,La Liga,26,1998,12.1,19,12,6,7,6,7,17,41.2,10,11,0,11,2,21,4,0,es ESP,"MF,FW",Getafe,La Liga,26,1998,5.0,163,5,26,84,56,10,163,4,3,75.0,1,25.0,88,427,169,3,2,1,3,6,98,10,es ESP,"MF,FW",Getafe,La Liga,26,1998,10,452,45,13.2,5.0,5,67,0,5,23,7,0.80,2,4,-2,-0.40,-0.31,4.0,7.7,-3.7,-0.74,-0.57,es ESP,"MF,FW",Alavés,La Liga,26,1998,12.1,1,0,0,11,24,0,31,2,12,0,0,0,47,9,6,60.0
987,Carles Aleñá,es ESP,"MF,FW",Alavés,La Liga,26,1998,14,13,"1,090",12.1,0,2,2,0,0,0,1,0,0.7,0.7,1.3,2.0,18,58,43,0.00,0.17,0.17,0.00,0.17,0.06,0.11,0.17,0.06,0.17,es ESP,"MF,FW",Alavés,La Liga,26,1998,12.1,0,15,4,26.7,1.24,0.33,0.00,0.00,19.8,1,0,0,0.7,0.7,0.05,-0.7,-0.7,es ESP,"MF,FW",Alavés,La Liga,26,1998,12.1,359,472,76.1,5385,1500,196,221,88.7,122,155,78.7,25,48,52.1,2,1.3,1.3,+0.7,19,35,14,2,58,es ESP,"MF,FW",Getafe,La Liga,26,1998,5.0,117,105,12,6,0,0,6,1,1,1,0,0,93,0,1,es ESP,"MF,FW",Getafe,La Liga,26,1998,5.0,8,1.60,7,0,0,0,1,0,0,0.00,0,0,0,0,0,0,es ESP,"MF,FW",Alavés,La Liga,26,1998,12.1,19,12,6,7,6,7,17,41.2,10,11,0,11,2,21,4,0,es ESP,"MF,FW",Getafe,La Liga,26,1998,5.0,163,5,26,84,56,10,163,4,3,75.0,1,25.0,88,427,169,3,2,1,3,6,98,10,es ESP,"MF,FW",Alavés,La Liga,26,1998,14,"1,090",78,31.9,12.1,13,82,5,1,18,1,1.29,11,12,-1,-0.08,+0.27,16.4,14.8,+1.5,+0.13,+0.35,es ESP,"MF,FW",Getafe,La Liga,26,1998,5.0,1,0,0,8,11,2,6,0,3,0,0,0,12,10,9,52.6
988,Carles Aleñá,es ESP,"MF,FW",Alavés,La Liga,26,1998,14,13,"1,090",12.1,0,2,2,0,0,0,1,0,0.7,0.7,1.3,2.0,18,58,43,0.00,0.17,0.17,0.00,0.17,0.06,0.11,0.17,0.06,0.17,es ESP,"MF,FW",Alavés,La Liga,26,1998,12.1,0,15,4,26.7,1.24,0.33,0.00,0.00,19.8,1,0,0,0.7,0.7,0.05,-0.7,-0.7,es ESP,"MF,FW",Alavés,La Liga,26,1998,12.1,359,472,76.1,5385,1500,196,221,88.7,122,155,78.7,25,48,52.1,2,1.3,1.3,+0.7,19,35,14,2,58,es ESP,"MF,FW",Getafe,La Liga,26,1998,5.0,117,105,12,6,0,0,6,1,1,1,0,0,93,0,1,es ESP,"MF,FW",Getafe,La Liga,26,1998,5.0,8,1.60,7,0,0,0,1,0,0,0.00,0,0,0,0,0,0,es ESP,"MF,FW",Alavés,La Liga,26,1998,12.1,19,12,6,7,6,7,17,41.2,10,11,0,11,2,21,4,0,es ESP,"MF,FW",Getafe,La Liga,26,1998,5.0,163,5,26,84,56,10,163,4,3,75.0,1,25.0,88,427,169,3,2,1,3,6,98,10,es ESP,"MF,FW",Alavés,La Liga,26,1998,14,"1,090",78,31.9,12.1,13,82,5,1,18,1,1.29,11,12,-1,-0.08,+0.27,16.4,14.8,+1.5,+0.13,+0.35,es ESP,"MF,FW",Alavés,La Liga,26,1998,12.1,1,0,0,11,24,0,31,2,12,0,0,0,47,9,6,60.0
989,Carles Aleñá,es ESP,"MF,FW",Alavés,La Liga,26,1998,14,13,"1,090",12.1,0,2,2,0,0,0,1,0,0.7,0.7,1.3,2.0,18,58,43,0.00,0.17,0.17,0.00,0.17,0.06,0.11,0.17,0.06,0.17,es ESP,"MF,FW",Alavés,La Liga,26,1998,12.1,0,15,4,26.7,1.24,0.33,0.00,0.00,19.8,1,0,0,0.7,0.7,0.05,-0.7,-0.7,es ESP,"MF,FW",Alavés,La Liga,26,1998,12.1,359,472,76.1,5385,1500,196,221,88.7,122,155,78.7,25,48,52.1,2,1.3,1.3,+0.7,19,35,14,2,58,es ESP,"MF,FW",Getafe,La Liga,26,1998,5.0,117,105,12,6,0,0,6,1,1,1,0,0,93,0,1,es ESP,"MF,FW",Getafe,La Liga,26,1998,5.0,8,1.60,7,0,0,0,1,0,0,0.00,0,0,0,0,0,0,es ESP,"MF,FW",Alavés,La Liga,26,1998,12.1,19,12,6,7,6,7,17,41.2,10,11,0,11,2,21,4,0,es ESP,"MF,FW",Alavés,La Liga,26,1998,12.1,590,2,63,290,243,22,590,24,12,50.0,5,20.8,330,1428,671,18,25,2,23,14,409,43,es ESP,"MF,FW",Getafe,La Liga,26,1998,10,452,45,13.2,5.0,5,67,0,5,23,7,0.80,2,4,-2,-0.40,-0.31,4.0,7.7,-3.7,-0.74,-0.57,es ESP,"MF,FW",Getafe,La Liga,26,1998,5.0,1,0,0,8,11,2,6,0,3,0,0,0,12,10,9,52.6
990,Carles Aleñá,es ESP,"MF,FW",Alavés,La Liga,26,1998,14,13,"1,090",12.1,0,2,2,0,0,0,1,0,0.7,0.7,1.3,2.0,18,58,43,0.00,0.17,0.17,0.00,0.17,0.06,0.11,0.17,0.06,0.17,es ESP,"MF,FW",Alavés,La Liga,26,1998,12.1,0,15,4,26.7,1.24,0.33,0.00,0.00,19.8,1,0,0,0.7,0.7,0.05,-0.7,-0.7,es ESP,"MF,FW",Alavés,La Liga,26,1998,12.1,359,472,76.1,5385,1500,196,221,88.7,122,155,78.7,25,48,52.1,2,1.3,1.3,+0.7,19,35,14,2,58,es ESP,"MF,FW",Getafe,La Liga,26,1998,5.0,117,105,12,6,0,0,6,1,1,1,0,0,93,0,1,es ESP,"MF,FW",Getafe,La Liga,26,1998,5.0,8,1.60,7,0,0,0,1,0,0,0.00,0,0,0,0,0,0,es ESP,"MF,FW",Alavés,La Liga,26,1998,12.1,19,12,6,7,6,7,17,41.2,10,11,0,11,2,21,4,0,es ESP,"MF,FW",Alavés,La Liga,26,1998,12.1,590,2,63,290,243,22,590,24,12,50.0,5,20.8,330,1428,671,18,25,2,23,14,409,43,es ESP,"MF,FW",Getafe,La Liga,26,1998,10,452,45,13.2,5.0,5,67,0,5,23,7,0.80,2,4,-2,-0.40,-0.31,4.0,7.7,-3.7,-0.74,-0.57,es ESP,"MF,FW",Alavés,La Liga,26,1998,12.1,1,0,0,11,24,0,31,2,12,0,0,0,47,9,6,60.0
991,Carles Aleñá,es ESP,"MF,FW",Alavés,La Liga,26,1998,14,13,"1,090",12.1,0,2,2,0,0,0,1,0,0.7,0.7,1.3,2.0,18,58,43,0.00,0.17,0.17,0.00,0.17,0.06,0.11,0.17,0.06,0.17,es ESP,"MF,FW",Alavés,La Liga,26,1998,12.1,0,15,4,26.7,1.24,0.33,0.00,0.00,19.8,1,0,0,0.7,0.7,0.05,-0.7,-0.7,es ESP,"MF,FW",Alavés,La Liga,26,1998,12.1,359,472,76.1,5385,1500,196,221,88.7,122,155,78.7,25,48,52.1,2,1.3,1.3,+0.7,19,35,14,2,58,es ESP,"MF,FW",Getafe,La Liga,26,1998,5.0,117,105,12,6,0,0,6,1,1,1,0,0,93,0,1,es ESP,"MF,FW",Getafe,La Liga,26,1998,5.0,8,1.60,7,0,0,0,1,0,0,0.00,0,0,0,0,0,0,es ESP,"MF,FW",Alavés,La Liga,26,1998,12.1,19,12,6,7,6,7,17,41.2,10,11,0,11,2,21,4,0,es ESP,"MF,FW",Alavés,La Liga,26,1998,12.1,590,2,63,290,243,22,590,24,12,50.0,5,20.8,330,1428,671,18,25,2,23,14,409,43,es ESP,"MF,FW",Alavés,La Liga,26,1998,14,"1,090",78,31.9,12.1,13,82,5,1,18,1,1.29,11,12,-1,-0.08,+0.27,16.4,14.8,+1.5,+0.13,+0.35,es ESP,"MF,FW",Getafe,La Liga,26,1998,5.0,1,0,0,8,11,2,6,0,3,0,0,0,12,10,9,52.6
